,date,cusip,permno,permco,bidlo,askhi,prc,vol,ret,bid,ask,shrout,openprc,numtrd,retx,gvkey,datadate,fyearq,fqtr,fyr,tic,cusip,conm,datacqtr,datafqtr,rp,rdq,actq,altoq,ancq,aoq,arcedq,arceepsq,arceq,atq,cshfd12,ceqq,dd1q,cheq,chq,cogsq,csh12q,cshiq,cshopq,cshoq,dlcq,dlttq,dpq,dpretq,drcq,drltq,gdwlq,glaq,npq,ibcomq,ibmiiq,ibq,obkq,intanoq,intanq,invtq,lctq,lltq,lseq,ltq,niq,nopiq,oibdpq,piq,ppegtq,ppentq,prcraq,rcaq,rectq,rectrq,revtq,saleq,stkcoq,teqq,tstknq,txdbaq,txdbq,txdiq,txpq,txtq,udoltq,uinvq,ulcoq,wcapq,xintq,xoprq,xrdq,xsgaq,amcy,aqcy,capxy,cdvcy,chechy,cogsy,depcy,dltisy,dltry,dpcy,dprety,dpy,dvpy,dvy,ffoy,fincfy,gdwliay,gdwlipy,ibmiiy,intpny,invchy,ivncfy,niy,nopiy,oancfy,piy,prstkccy,prstkcy,revty,saley,scstkcy,stkcoy,txdcy,txpdy,txty,uwkcapcy,wcapchy,xopry,xrdy,xsgay,cshtrq,dvpspq,mkvaltq,prccq,prchq,prclq
437,2012-10-22,64384710,12056.0,53485.0,0.560000002384186,0.579999983310699,0.560000002384186,8200.0,-0.0344827249646187,0.560000002384186,0.579999983310699,14552.0,0.579999983310699,,-0.0344827249646187,150720,2012-06-30,2012.0,2.0,12.0,NEWN,643847106,NEW ENERGY SYSTEMS GROUP,2012Q2,2012Q2,Q,2012-08-14,24.068,0.086,41.944,41.57,,,,66.012,14.5648,61.686,0.0,9.033,9.033,2.763,14.5648,14.592,,14.592,0.0,0.0,0.529,,0.0,0.0,37.18,,0.0,-9.897,-9.897,-9.897,,4.304,41.484,0.75,1.821,2.505,66.012,4.326,-9.897,0.01,-1.073,-10.012,0.602,0.374,,,4.189,4.189,3.59,3.59,0.173,61.686,0.0,0.0,2.505,0.259,0.0,-0.115,,,,22.247,,4.663,,1.9,,0.0,0.19,,4.505,6.971,,0.0,0.0,1.059,,1.059,0.0,0.0,,0.0,,-8.42,-11.549,0.0,0.908,4.61,-11.549,0.017,-0.075,-11.849,,0.0,8.545,8.545,,0.345,-0.259,0.0,-0.3,,,10.932,,3.961,4653466.0,0.0,9.1463,0.6268,0.92,0.45
438,2012-10-22,G9103F10,93046.0,53224.0,2.83999991416931,3.09999990463257,2.91000008583069,111031.0,-0.0643086209893227,2.86999988555908,3.05999994277954,8218.0,3.00999999046326,265.0,-0.0643086209893227,182827,2012-06-30,2012.0,2.0,12.0,TRITF,G9103F106,TRI-TECH HOLDING INC,2012Q2,2012Q2,Q,2012-08-14,75.747,2.554,78.615,72.359,,,,154.362,8.1875,78.388,0.0,11.287,9.563,17.217,8.1775,8.233,,8.212,15.626,0.02,0.298,,0.0,0.0,1.441,,15.626,1.371,1.307,1.371,79.2,11.18,12.621,6.516,66.826,3.286,154.362,70.112,1.371,0.525,1.927,1.595,7.08,6.256,,,47.58,43.962,23.041,23.041,0.44,84.25,0.021,0.0,3.266,0.215,0.073,0.288,,,,8.921,0.559,21.114,0.011,3.897,,0.004,0.369,,-2.373,31.221,,8.538,1.754,0.583,,0.583,0.0,0.0,,5.41,,,2.74,0.386,1.164,0.106,2.809,1.245,-8.298,3.342,,0.0,42.262,42.262,,0.531,0.473,0.154,0.602,,,38.594,0.08,7.373,2851062.0,0.0,32.848,4.0,7.4,3.85
439,2012-10-22,64118P10,91616.0,51452.0,1.02999997138977,1.16999995708466,1.07000005245209,310625.0,-0.0530972965061665,1.05999994277954,1.07000005245209,28414.0,1.14999997615814,554.0,-0.0530972965061665,176035,2012-06-30,2012.0,2.0,12.0,NLST,64118P109,NETLIST INC,2012Q2,2012Q2,Q,2012-08-14,30.468,0.13,3.881,0.575,,,,34.349,27.0438,20.131,0.908,11.299,11.299,7.279,27.0438,28.411,,28.411,0.908,2.825,0.535,,0.0,0.0,0.0,,0.0,-3.98,-3.98,-3.98,,0.0,0.0,9.643,11.305,2.913,34.349,14.218,-3.98,0.002,-3.368,-3.979,,3.306,,,8.094,8.094,10.552,10.552,0.482,20.131,0.0,0.0,0.0,,0.0,0.001,,,,19.163,0.078,13.92,3.77,6.641,,0.0,1.089,,0.764,15.275,,1.32,1.045,1.07,,1.07,0.0,0.0,,4.522,,,-5.061,,-3.586,-1.089,-5.061,0.01,-2.669,-5.06,,0.0,24.519,24.519,,1.005,0.0,,0.001,,,28.367,7.612,13.092,12797154.0,0.0,64.2089,2.26,3.5501,2.0801
440,2012-10-22,78074G20,81103.0,13414.0,3.25,3.45989990234375,3.26999998092651,62410.0,-0.0238805748522282,3.26999998092651,3.28999996185303,11168.0,3.32999992370605,199.0,-0.0238805748522282,028791,2012-06-30,2012.0,2.0,12.0,ROYL,78074G200,ROYALE ENERGY INC,2012Q2,2012Q2,Q,2012-08-13,5.643,6.994,14.53,6.994,,,,20.173,10.8725,6.755,1.55,2.502,2.471,2.363,10.8725,11.157,,11.124,1.55,0.0,,,6.698,0.0,0.0,,0.0,-1.317,-1.317,-1.317,,0.0,0.0,0.612,12.683,0.581,20.173,13.264,-1.317,0.001,,-1.862,37.103,7.536,,,1.523,1.523,0.535,0.535,0.01,6.909,0.033,6.987,0.0,,0.0,-0.545,,,,-7.04,0.035,2.363,,,,0.0,0.38,,-0.476,4.895,,0.0,1.2,0.737,,,0.0,0.0,,-0.044,,,-2.684,0.06,,-0.378,-2.684,-0.061,-0.054,-3.787,,0.0,1.237,1.237,,0.02,-0.931,0.001,-1.103,,,4.895,,,10723019.0,0.0,35.4856,3.19,5.33,2.5699
441,2012-10-22,84264A10,90216.0,45289.0,1.02999997138977,1.04999995231628,1.02999997138977,500.0,-0.0190476011484861,1.02999997138977,1.10000002384186,2773.0,1.04999995231628,,-0.0190476011484861,144567,2012-06-30,2012.0,2.0,12.0,SSE.1,84264A102,SOUTHERN CONN BANCORP INC,2012Q2,2012Q2,Q,2012-08-13,,,,4.311,,,,127.714,2.711,11.586,,16.497,,0.452,2.711,2.735,0.0,2.735,0.172,1.158,0.057,,,,0.0,,,-0.041,-0.041,-0.041,,0.0,0.0,0.898,,,127.714,116.128,-0.041,-0.433,0.449,-0.041,,1.921,,,104.087,,,1.76,0.066,11.586,0.0,0.0,0.0,,,0.0,,,,,,1.311,,0.859,,0.0,0.023,,-9.091,0.81,,0.0,0.004,0.116,,0.116,0.0,0.0,,-18.108,,,-0.099,0.737,0.0,8.199,-0.099,-0.844,0.818,-0.099,,0.0,,3.494,,0.139,0.0,0.0,0.0,,,2.633,,1.823,198688.0,0.0,3.5555,1.3,1.86,1.19
442,2012-10-22,47030M10,89191.0,42282.0,47.2000007629395,47.8419990539551,47.2000007629395,3300.0,-0.019118832424283,47.2900009155273,47.7099990844727,450.0,47.7599983215332,,-0.019118832424283,100477,2012-06-30,2012.0,1.0,3.0,JHX,47030M106,JAMES HARDIE INDUSTRIES PLC,2012Q2,2012Q1,Q,2012-08-13,860.6,538.4,1398.2,735.2,,,,2258.8,87.57,27.0,0.0,444.7,297.6,214.3,87.275,87.588,,87.588,0.0,0.0,15.4,,0.0,0.0,0.0,,0.0,68.5,68.5,68.5,,0.0,0.0,187.7,527.4,1704.4,2258.8,2231.8,68.5,1.9,72.7,83.1,,663.0,,,167.1,,339.7,339.7,1.6,27.0,0.0,418.5,102.3,,86.6,14.6,,,,333.2,1.3,267.0,8.4,52.7,,0.0,14.9,,32.2,214.3,,0.0,0.0,15.4,,15.4,0.0,0.0,,1.1,,,68.5,,-0.1,-14.9,68.5,1.9,49.6,83.1,,0.0,339.7,339.7,,1.6,-0.4,,14.6,,,267.0,8.4,52.7,158077.0,0.0,,41.12,41.29,34.0
443,2012-10-22,04280A10,80069.0,12204.0,2.22000002861023,2.26999998092651,2.23000001907349,35678.0,-0.00888888072222471,2.23000001907349,2.24000000953674,13579.0,2.25,105.0,-0.00888888072222471,028806,2012-06-30,2012.0,3.0,9.0,ARWR,04280A100,ARROWHEAD PHARMACEUTICALS,2012Q2,2012Q3,Q,2012-08-13,5.903,0.347,10.585,5.219,,,,16.488,9.7999,9.365,0.213,2.392,2.283,4.527,9.7999,11.311,0.0,11.311,0.213,2.131,0.424,,0.072,0.0,0.0,,0.0,-7.992,-8.24,-7.992,,4.685,4.685,0.0,5.815,2.224,16.488,8.039,-7.991,0.019,-4.479,-8.24,6.787,5.366,0.0,,3.079,0.0,0.048,0.048,0.416,8.449,0.0,0.0,0.0,,0.0,0.0,,,,0.088,,4.527,2.091,,,,0.393,,-5.226,12.612,,0.0,0.144,1.302,,1.302,0.0,0.0,,5.265,,,-16.51,0.035,0.0,0.262,-15.812,-0.919,-10.753,-16.51,,,0.103,0.103,,0.837,0.0,0.0,0.0,,,12.612,5.84,,1835750.0,0.0,43.4342,3.84,7.3056,3.1
444,2012-10-22,31848L10,92434.0,52860.0,12.8699998855591,13.1000995635986,13.0500001907349,4941.0,-0.00760451937094331,12.8599996566772,13.1000003814697,3924.0,13.1000003814697,27.0,-0.00760451937094331,179003,2012-06-30,2012.0,2.0,12.0,FABK,31848L104,FIRST ADVANTAGE BANCORP,2012Q2,2012Q2,Q,2012-08-13,,,,77.147,,,,365.66,4.2775,66.069,,20.673,,1.064,3.999,4.327,0.034,3.901,12.022,38.0,,,,,0.0,,,0.595,0.595,0.595,,0.0,0.0,3.631,,,365.66,299.591,0.595,-1.131,2.082,0.951,,7.458,13.12,,256.751,,,5.163,0.201,66.069,0.426,1.146,0.0,,,0.356,,,,,,3.081,,2.017,,0.0,0.25,,9.917,2.18,,0.0,10.0,0.439,,,0.0,0.439,,0.424,,,1.52,,3.632,5.59,1.52,-2.224,3.903,2.479,,1.72,,10.763,,0.363,0.781,,0.959,,,6.06,,3.88,171666.0,0.05,52.6635,13.5,13.5918,12.93
445,2012-10-22,13811E10,81182.0,13273.0,9.85000038146973,9.85319995880127,9.85000038146973,438.0,0.0,9.85000038146973,9.97000026702881,4147.0,9.85319995880127,6.0,0.0,031099,2012-06-30,2012.0,2.0,12.0,CPHC,13811E101,CANTERBURY PARK HOLDING CORP,2012Q2,2012Q2,Q,2012-08-13,15.079,0.026,22.731,0.026,,,,37.81,4.1688,27.106,0.0,12.209,9.49,11.846,4.1115,4.142,0.0,4.142,0.125,0.0,0.411,,0.0,0.0,0.0,,0.125,-0.167,-0.167,-0.167,,0.0,0.0,0.292,9.274,1.43,37.81,10.704,-0.167,0.002,0.118,-0.291,43.885,22.705,0.0,,1.003,0.859,11.964,11.964,0.049,27.106,0.0,0.0,1.313,,0.0,-0.124,,,,5.805,0.0,11.846,,,,0.0,0.754,,1.221,19.976,,0.0,0.0,0.885,,0.885,0.0,0.0,,0.21,,,0.366,,,-0.755,0.366,0.003,1.766,0.715,,0.0,21.573,21.573,,0.092,-0.293,0.856,0.349,,,19.976,,,354569.0,0.0,46.059,11.12,14.26,9.58
446,2012-10-22,00211Y40,85293.0,15638.0,0.30009999871254,0.340000003576279,0.30009999871254,43532.0,-0.0350482016801834,0.30009999871254,0.329899996519089,14620.0,0.340000003576279,58.0,-0.0350482016801834,182309,2012-06-30,2012.0,2.0,12.0,ABIO,00211Y407,ARCA BIOPHARMA INC,2012Q2,2012Q2,Q,2012-08-13,3.59,0.183,0.226,0.183,,,,3.816,11.38,3.287,0.0,3.182,3.182,0.0,11.38,12.183,,12.183,0.0,0.0,0.01,,0.0,0.0,0.0,,0.0,-1.146,-1.146,-1.146,,0.0,0.0,0.0,0.529,0.0,3.816,0.529,-1.146,-0.001,-1.135,-1.146,0.534,0.043,,,0.0,0.0,0.0,0.0,0.077,3.287,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.061,,1.135,0.322,1.135,,0.0,0.001,,-2.761,0.0,,0.0,0.0,0.024,,0.024,0.0,0.0,,-0.127,,,-2.553,0.002,0.0,-0.001,-2.553,-0.002,-2.633,-2.553,,0.0,0.0,0.0,,0.168,0.0,,0.0,,,2.527,0.744,2.527,4646410.0,0.0,5.8478,0.48,0.9499,0.3723
447,2012-10-22,62943B10,90778.0,46892.0,1.25999999046326,1.44000005722046,1.41999995708466,73700.0,0.0839694812893867,1.39999997615814,1.4099999666214,41187.0,1.25999999046326,,0.0839694812893867,147750,2012-06-30,2012.0,2.0,12.0,NTS,62943B105,NTS INC,2012Q2,2012Q2,Q,2012-08-13,15.561,4.912,85.46,6.565,,,,101.021,34.3705,27.481,4.231,7.663,7.663,6.82,34.3705,41.187,,41.187,6.66,51.542,1.452,,,0.0,0.0,,2.429,0.073,0.073,0.073,,1.653,1.653,0.19,19.58,53.96,101.021,73.54,0.073,-0.18,2.828,0.077,,78.895,,,4.228,4.228,15.084,15.084,,27.481,0.0,0.0,2.375,,0.0,0.004,,,,-4.019,1.119,12.256,,5.436,,0.0,7.67,,1.099,13.943,,12.75,0.982,2.986,,2.986,0.0,0.0,,7.469,,,-0.266,1.693,0.003,-7.67,-0.266,-0.378,1.3,-0.433,,0.0,30.008,30.008,,,-0.286,0.166,-0.167,,,24.516,,10.573,1752430.0,0.0,29.354,0.7127,0.73,0.4
448,2012-10-22,62941060,76963.0,11101.0,0.180000007152557,0.189999997615814,0.189999997615814,11400.0,0.0555555000901222,0.180000007152557,0.189999997615814,71047.0,0.189999997615814,,0.0555555000901222,021232,2012-06-30,2012.0,2.0,12.0,NTN,629410606,NTN BUZZTIME INC,2012Q2,2012Q2,Q,2012-08-13,3.754,0.804,8.517,4.298,,,,12.271,63.963,7.109,0.215,2.549,2.549,0.995,63.963,71.045,,70.542,0.215,0.062,0.75,,0.564,0.198,1.23,,0.0,-0.633,-0.633,-0.633,,2.264,3.494,0.0,3.655,1.506,12.271,5.161,-0.633,-0.002,0.107,-0.645,,4.219,,,0.64,0.64,6.015,6.015,0.059,7.11,0.503,,0.0,,0.088,-0.012,,,,0.099,,5.908,,4.913,,0.05,0.819,,1.175,2.063,,0.0,0.191,1.473,,1.473,0.0,0.0,,2.119,,,-1.678,0.025,0.0,-1.537,-1.678,-0.034,0.597,-1.674,,,12.081,12.081,,0.137,0.0,0.043,0.004,,,12.248,,10.185,6831512.0,0.0,9.3257,0.1322,0.26,0.13
449,2012-10-22,62909930,12358.0,53542.0,0.919900000095367,0.920000016689301,0.919900000095367,1108.0,0.0573563165962696,0.790000021457672,0.949999988079071,5327.0,0.919900000095367,5.0,0.0573563165962696,152109,2012-06-30,2012.0,2.0,12.0,NFEC,629099300,NF ENERGY SAVING CORP,2012Q2,2012Q2,Q,2012-08-13,17.144,0.0,26.755,3.102,,,,43.899,5.4555,29.706,4.042,3.875,2.819,2.581,5.3275,5.327,,5.327,9.846,0.0,0.212,,0.0,0.0,0.0,,5.804,0.019,0.019,0.019,,3.102,3.102,0.877,14.193,0.0,43.899,14.193,0.019,0.007,0.441,0.052,,23.653,,,11.116,11.116,3.303,3.303,,29.706,0.0,0.0,0.0,,0.012,0.033,,,,2.951,0.184,2.862,,0.281,,0.0,0.474,,0.502,3.189,,0.0,0.034,0.382,,0.382,0.0,0.0,,-0.513,,,0.019,0.297,-0.292,-0.474,0.019,0.007,1.476,0.065,,0.0,4.501,4.501,,,0.0,0.128,0.046,,,3.745,,0.556,11286123.0,0.0,6.1261,1.15,3.37,0.81
450,2012-10-22,74936040,65270.0,5660.0,5.46000003814697,5.59999990463257,5.51000022888184,11399.0,0.00364307081326842,5.51000022888184,5.51999998092651,12042.0,5.53999996185303,39.0,0.00364307081326842,008892,2012-06-30,2012.0,2.0,12.0,RCMT,749360400,RCM TECHNOLOGIES INC,2012Q2,2012Q2,Q,2012-08-13,77.049,2.687,12.326,10.164,,,,89.375,12.918,69.444,0.0,29.152,29.152,26.097,12.7425,13.4,0.695,12.058,0.0,0.0,0.259,,0.0,0.0,7.319,,0.0,0.505,0.505,0.505,,0.158,7.477,0.0,19.747,0.184,89.375,19.931,0.505,-0.004,1.274,1.011,8.347,2.162,5.43,,44.551,44.551,35.753,35.753,0.04,69.444,1.342,2.414,0.0,,0.719,0.506,,,,57.302,,34.479,,8.382,,0.0,0.111,,0.735,54.018,,0.0,0.0,0.537,,0.537,0.0,0.0,,-3.77,,,1.564,0.026,0.0,-0.185,1.564,-0.014,4.662,2.82,,4.07,73.959,73.959,,0.054,0.268,1.031,1.256,,,70.631,,16.613,1981156.0,0.0,66.8013,5.54,6.155,4.891
451,2012-10-22,45292610,75069.0,20974.0,3.04999995231628,3.34999990463257,3.16009998321533,3100.0,0.0193871222436428,3.20000004768372,3.45000004768372,4168.0,3.04999995231628,,0.0193871222436428,012956,2012-06-30,2012.0,2.0,12.0,IOR,452926108,INCOME OPPORTUNITY RLTY INVS,2012Q2,2012Q2,Q,2012-08-13,,1.507,,1.521,,,,109.496,4.168,75.706,,0.011,0.011,0.22,4.168,4.174,0.0,4.169,,28.47,0.0,,0.0,5.127,0.0,,0.0,0.998,0.998,0.998,,0.0,0.0,0.0,,,109.496,33.79,0.999,0.0,1.275,0.999,,24.511,0.0,,83.453,25.247,1.7,1.7,,75.706,0.005,0.0,0.0,,0.0,0.001,,,,,0.276,0.425,,0.205,,0.0,0.0,,0.01,0.449,,0.0,0.67,0.0,,0.0,0.0,0.0,,-0.67,,,1.51,0.552,0.0,-3.056,1.506,0.0,3.736,1.513,,0.0,2.873,2.873,,,0.0,,0.003,,,0.808,,0.359,399034.0,0.0,7.4375,1.784,2.6,1.34
452,2012-10-22,14756F10,93404.0,53430.0,5.40000009536743,5.53000020980835,5.40999984741211,18600.0,-0.0252252854406834,5.34000015258789,5.44000005722046,17436.0,5.48999977111816,,-0.0252252854406834,140621,2012-06-30,2012.0,3.0,9.0,CSFSF,14756F103,CASH STORE FINANCIAL SVCS,2012Q2,2012Q3,Q,2012-08-13,100.008,9.556,125.526,91.798,,,,225.534,17.4803,39.287,0.775,17.21,14.11,21.766,17.4213,17.436,0.0,17.436,0.775,138.644,3.446,,1.0,4.167,39.685,,0.0,-3.571,-3.571,-3.571,,39.888,79.573,0.0,40.06,146.187,225.534,186.247,-3.571,0.0,4.458,-4.432,67.802,33.728,0.0,-0.59,67.756,61.682,48.658,48.658,0.189,39.287,0.0,0.682,2.378,-0.635,0.006,-0.861,,,,59.948,4.536,44.2,,22.434,,0.0,2.766,,1.076,74.799,,102.577,0.44,9.991,,9.093,0.0,5.222,,88.708,,,-43.771,0.169,0.0,-93.619,-43.771,0.0,5.987,-56.947,,0.0,136.595,136.595,,0.575,-12.215,1.086,-13.176,,,135.931,,61.132,855258.0,0.06,107.2314,6.15,6.15,5.22
453,2012-10-22,19566B10,90722.0,46847.0,13.1000995635986,13.1000995635986,13.1000995635986,103.0,-0.00568505702540278,13.1000003814697,13.25,3923.0,13.1000995635986,1.0,-0.00568505702540278,163926,2012-06-30,2012.0,2.0,12.0,COBK,19566B101,COLONIAL FINANCIAL SVCS INC,2012Q2,2012Q2,Q,2012-08-13,,,,291.073,,,,617.695,3.877,70.408,,23.451,,4.945,3.877,3.992,0.004,3.992,0.0,2.0,0.148,,,,0.0,,,-1.512,-1.512,-1.512,,0.0,0.0,7.173,,,617.695,547.287,-1.512,-0.942,-1.269,-2.359,,8.001,13.05,,287.997,,,5.787,0.051,70.408,0.0,,0.0,,,-0.847,,,,,,7.056,,2.111,,0.0,0.083,,15.558,7.659,,0.0,0.0,0.302,,0.302,0.0,0.0,,14.99,,,-1.264,2.923,0.0,-1.241,-1.264,-1.788,1.809,-2.033,,0.046,,11.918,,0.159,,0.59,-0.769,,,11.861,,4.202,116722.0,0.0,52.2553,13.09,13.414,12.5
454,2012-10-22,87960W10,43634.0,2293.0,1.14999997615814,1.23000001907349,1.16999995708466,8300.0,0.063636302947998,1.14999997615814,1.22000002861023,39538.0,1.14999997615814,,0.063636302947998,005888,2012-06-30,2012.0,2.0,12.0,TLGT,87960W104,TELIGENT INC,2012Q2,2012Q2,Q,2012-08-13,4.666,0.792,4.005,1.142,,,,8.671,39.505,4.615,0.037,1.651,1.651,1.569,39.505,41.504,,39.538,0.037,0.543,0.114,,0.039,0.022,0.0,,0.0,-0.588,-0.588,-0.588,,0.35,0.35,1.246,1.474,0.565,8.671,2.039,-0.588,-0.01,-0.391,-0.588,,2.863,,,1.588,1.579,2.437,2.437,0.087,6.632,1.966,0.0,0.0,,0.0,0.0,,,,3.192,0.073,2.828,0.645,1.259,,0.0,0.336,,-1.263,2.827,,0.0,0.022,0.303,,0.222,0.0,0.0,,0.004,,,-1.323,0.064,-0.112,-0.336,-1.323,-0.01,-0.931,-1.323,,0.0,4.269,4.269,,0.164,0.0,0.009,0.0,,,5.216,1.116,2.389,349284.0,0.0,40.7241,1.03,1.12,0.938
455,2012-10-22,64361110,79066.0,29298.0,0.920000016689301,1.02009999752045,1.01999998092651,5500.0,0.0199999809265137,0.959999978542328,1.01999998092651,1947.0,0.939999997615814,,0.0199999809265137,011372,2012-06-30,2012.0,2.0,12.0,GBR,643611106,NEW CONCEPT ENERGY INC,2012Q2,2012Q2,Q,2012-08-13,0.321,0.578,12.114,0.578,,,,12.435,1.947,5.041,0.0,0.1,0.1,0.861,1.947,1.947,,1.947,0.0,2.329,0.21,,0.0,0.0,0.0,,0.0,-0.169,-0.169,-0.169,,0.0,0.0,0.0,0.492,6.901,12.435,7.393,-0.169,0.104,-0.007,-0.169,,11.536,,,0.216,0.216,0.988,0.988,,5.042,0.0,0.0,0.0,,0.0,0.0,,,,-0.171,0.056,0.995,,0.134,,0.0,0.032,,-0.009,2.64,,0.042,0.022,0.505,,0.445,0.0,0.0,,0.02,,,-1.436,,0.0,-0.032,-1.436,0.108,0.003,-1.436,,0.0,1.952,1.952,,,0.0,,0.0,,,2.933,,0.293,686136.0,0.0,2.0054,1.03,2.68,0.8222
456,2012-10-22,74345W10,85205.0,15580.0,1.58000004291534,1.6599999666214,1.58169996738434,12975.0,-0.0114375352859497,1.58000004291534,1.62999999523163,14836.0,1.62849998474121,7.0,-0.0114375352859497,031418,2012-06-30,2012.0,2.0,12.0,PRPH,74345W108,PROPHASE LABS INC,2012Q2,2012Q2,Q,2012-08-13,9.18,0.0,5.995,3.577,,,,15.175,14.836,8.772,0.0,4.61,4.61,1.006,14.836,20.172,,14.836,0.0,0.0,0.063,,0.0,0.0,0.0,,0.0,-1.929,-1.929,-1.929,,3.577,3.577,3.141,6.403,0.0,15.175,6.403,-1.929,0.003,-1.869,-1.929,6.147,2.418,,,0.938,0.938,1.894,1.894,0.075,8.772,5.336,0.0,0.0,,0.0,0.0,,,,2.777,0.0,3.763,0.529,2.757,,0.0,0.232,,-0.931,2.626,,0.0,0.0,0.121,,0.121,0.0,0.0,,0.0,,,-2.617,,-0.453,-0.232,-2.617,0.005,-0.699,-2.617,,0.0,7.912,7.912,,0.163,0.0,,0.0,,,10.413,0.89,7.787,748457.0,0.0,16.0229,1.08,1.2,0.53
457,2012-10-22,18506U10,75714.0,10127.0,4.28999996185303,4.40000009536743,4.34000015258789,13267.0,0.00696060573682189,4.23000001907349,4.28999996185303,9176.0,4.28999996185303,42.0,0.00696060573682189,018549,2012-06-30,2012.0,2.0,12.0,CLRO,18506U104,CLEARONE INC,2012Q2,2012Q2,Q,2012-08-13,37.417,2.128,12.06,9.925,,,,49.477,9.2613,40.792,0.0,10.418,10.418,4.22,9.0978,9.126,0.023,9.103,0.0,0.0,0.342,,3.451,0.0,1.939,,0.0,0.65,0.65,0.65,,5.858,7.797,15.064,7.384,1.301,49.477,8.685,0.65,-0.005,1.581,1.194,,2.135,4.03,,7.409,7.409,11.655,11.655,0.06,40.792,0.023,0.0,0.128,,,0.544,,,,30.033,0.0,10.074,2.029,5.854,,4.632,0.202,,-6.265,7.954,,0.0,0.0,0.754,,0.654,0.0,0.0,,-0.011,,,1.128,,-2.616,-4.834,1.128,0.011,-1.42,1.946,,0.092,21.809,21.809,,0.111,-0.011,1.393,0.818,,,19.243,4.037,11.289,1052762.0,0.0,37.2313,4.09,4.72,3.7
458,2012-10-22,35843510,58421.0,1824.0,10.6400003433228,10.7399997711182,10.6499996185303,15500.0,0.00566567201167345,10.6400003433228,10.7299995422363,6799.0,10.6800003051758,,0.00566567201167345,004903,2012-06-30,2012.0,1.0,3.0,FRD,358435105,FRIEDMAN INDUSTRIES INC,2012Q2,2012Q1,Q,2012-08-13,60.345,0.967,13.176,0.967,,,,73.521,6.799,64.625,0.0,13.857,13.857,34.337,6.799,7.975,,6.799,0.0,0.0,0.45,,0.0,0.0,0.0,,0.0,2.092,2.092,2.092,,0.0,0.0,34.84,7.602,1.294,73.521,8.896,2.092,0.012,3.538,3.1,37.981,12.209,,,11.639,11.639,39.435,39.435,,64.625,1.176,0.0,0.418,-0.028,0.941,1.008,,,,52.743,0.0,35.897,,1.56,,0.0,0.09,,1.975,34.337,,0.0,0.0,0.45,,0.45,0.0,0.884,,-0.884,,,2.092,0.0,1.914,-0.064,2.092,0.012,2.923,3.1,,0.0,39.435,39.435,,,-0.028,0.214,1.008,,,35.897,,1.56,874438.0,0.13,69.1458,10.17,11.9299,9.81
459,2012-10-22,74050M10,83547.0,14633.0,9.22500038146973,9.64999961853027,9.26000022888184,19396.0,-0.00421539787203074,9.35000038146973,9.44999980926514,7947.0,9.35000038146973,52.0,-0.00421539787203074,062895,2012-06-30,2012.0,2.0,12.0,PFBI,74050M105,PREMIER FINANCIAL BANCORP,2012Q2,2012Q2,Q,2012-08-13,,,,350.281,,,,1140.014,8.063,127.637,,97.214,,2.398,7.937,7.937,0.0,7.937,19.707,17.1,,,,,29.875,,,1.786,2.092,2.092,,3.046,32.921,15.956,,,1140.014,990.372,2.092,-3.088,6.212,3.124,,16.157,,,660.406,,,13.588,0.057,149.642,0.0,2.531,0.0,,,1.032,,,,,,7.376,,4.978,,0.0,0.533,,14.326,5.146,,0.0,11.072,-0.39,,,0.611,0.556,,9.731,,,4.922,3.562,-0.023,-5.489,4.922,-6.538,10.084,7.515,,0.0,,29.321,,0.085,,-0.623,2.593,,,15.268,,10.122,341686.0,0.0,58.337,7.35,8.49,6.75
460,2012-10-22,36117V10,93069.0,53237.0,1.68079996109009,1.87999999523163,1.83000004291534,77169.0,0.0517241582274437,1.80999994277954,1.85000002384186,26508.0,1.72000002861023,156.0,0.0517241582274437,149379,2012-06-30,2012.0,2.0,12.0,FTFT,36117V105,FUTURE FINTECH GROUP INC,2012Q2,2012Q2,Q,2012-08-13,109.274,1.026,57.222,8.787,,,,166.496,26.662,141.71,0.0,87.744,87.712,7.251,25.723,25.96,,25.96,11.589,0.0,1.476,,0.0,0.0,0.0,,11.589,2.401,2.528,2.401,,7.761,7.761,5.951,18.638,0.0,166.496,18.638,2.401,0.736,4.379,3.391,63.495,48.435,,,15.296,15.066,12.837,12.837,,147.858,0.0,0.0,0.0,0.042,0.881,0.863,,,,90.636,0.248,8.458,0.142,1.207,,0.0,1.249,,26.559,16.881,,0.0,0.0,1.434,,2.137,0.0,0.0,,5.202,,,4.587,0.403,0.945,-3.392,4.32,1.239,25.054,6.379,,0.0,27.831,27.831,,,0.042,2.777,1.792,,,20.151,0.285,3.27,3596769.0,0.0,41.536,1.6,2.24,1.37
